2878.88;63.8447;97.6804;3210.96;29;38.8758;1.103
1845.58;97.1566;120.787;3851.55;67;34.9325;2.76
1373.65;75.0922;100.708;3905.7;30;38.1016;9.889
5514.78;104.703;202.288;6400.03;157;27.5843;19.999
2773.12;97.6692;136.638;3677.27;128;35.5624;2.063
1430.92;43.5552;67.1495;2509.66;5;40.1836;3.278
7981.31;268.362;344.794;6021.41;251;21.0973;15.261
1144.12;41.5757;66.7739;2653.5;26;39.6355;12.732
2809.19;68.0522;96.8965;3968.69;71;37.0487;4.478
4049.68;193.125;222.581;5614.67;136;22.9619;0.869
2668.38;59.8675;111.193;2946.7;8;37.8822;12.674
5727.87;243.602;307.333;5345.72;277;25.796;5.381
2680;153.695;189.236;4607.59;60;29.9254;1.349
3239.22;103.535;131.869;3712.25;14;35.0263;2.163
1619.07;65.4305;70.2733;3644.79;76;38.9086;9.98
1731.09;55.7944;84.6195;2455.92;27;40.3259;12.67
1735.13;76.1742;111.2;3921.46;103;35.5075;1.103
1890.01;81.6124;100.217;3832.19;10;34.2998;2.378
2912.83;85.4307;139.253;3919.22;3;34.9569;2.72
2598.91;96.8621;137.444;3730.33;92;36.2785;17.599
5287.22;125.763;207.932;4456.19;80;30.5366;19.972
2765.23;50.8074;117.273;2711.51;64;39.8185;11.26
4006.08;245.457;245.576;4800.32;296;27.952;4.463
2695.13;70.9431;124.743;3806.56;67;32.0464;16.086
2020.68;69.8312;100.83;3565.63;35;36.2455;2.111
1777.57;74.2097;104.006;3674.01;38;46.5464;9.192
3432.52;100.248;158.077;4193.46;79;33.3289;5.201
4693.97;177.856;205.628;4930.46;189;28.9037;2.599
2927.33;128.51;170.061;4415.67;51;31.9363;3.091
3838.15;113.778;175.184;3546.37;157;36.4599;20.123
4711.02;155.193;244.44;4961.75;48;27.0535;2.305
6107.21;184.077;293.908;5614.48;175;26.2127;5.863
7039.69;315.611;374.362;6283.2;107;17.6111;3.372
4762.59;104.316;182.264;3913.39;13;35.2339;4.024
3911.79;127.704;181.454;3876.55;29;33.7359;3.633
3964.62;162.64;228.383;4559.79;51;26.4972;3.63
3118.47;179.213;228.623;5029.42;85;26.9522;4.458
4823.83;106.421;199.288;4737.28;143;28.9887;5.277
2059.88;57.917;88.1167;2695.67;41;40.6986;2.06
2295.75;88.1962;116.696;4057.57;91;34.9538;2.508
2375.39;76.1827;97.2383;3760.94;32;36.0888;1.823
3138.14;133.744;162.209;4441.62;92;31.2951;1.896
3725.47;204.762;260.693;5059.68;172;25.4996;2.668
1722.68;98.5435;115.941;3777.89;44;35.3459;3.142
2508.56;119.814;134.979;4161.09;117;30.695;2.19
2479.54;90.2555;143.905;3833.52;127;34.7249;3.255
4405.73;135.661;195.261;4790.23;72;29.2641;4.106
1652.92;72.3963;86.7232;3302.46;46;38.8729;11.489
4689.81;169.339;225.364;5501.12;125;24.8631;6.847
2655.55;114.433;141.486;3802.77;79;34.9589;2.822
7118.02;135.575;276.53;4546.48;109;30.4611;19.979
1369.6;59.6107;94.23;2429;68;41.158;15.129
2643.64;131.11;150.889;4413.65;82;31.1018;2.174
5552.93;173.601;269.49;5573.02;203;27.0069;9.138
2551.5;64.7983;114.74;3242.93;54;38.6993;16.204
1933.09;53.6928;84.5481;3193.53;13;39.4006;7.836
4252.33;149.96;198.035;5120.67;170;28.6494;2.042
1682.4;29.4286;60.2098;2406.4;43;42.7271;9.784
5087.48;164.36;205.404;5036.29;69;27.4565;6.74
3071.58;80.0328;118.746;3860.18;37;36.9665;10.98
4316.91;135.224;194.695;4334.67;49;31.5703;3.066
1386.82;64.5563;82.1428;2605.38;56;39.8607;14.049
2529.47;59.1501;120.073;3149.28;57;38.1424;17.655
3154.24;135.474;157.458;4496.1;89;31.3426;2.022
5506.9;125.808;197.676;5730.25;143;28.3517;17.174
5936.43;184.715;255.682;4382.36;54;26.259;3.288
2238.05;76.4392;111.301;3069.56;82;39.1113;1.539
1465.63;62.2391;87.8011;3081.19;16;39.6066;2.115
1886.15;69.366;81.6642;3159.38;13;38.7006;1.809
3986.99;123.035;183.307;5350.54;41;46.5464;0
3193.78;124.703;166.742;3958.03;34;33.3029;1.861
4290.99;134.791;205.483;4546.55;176;30.9772;1.755
4007.22;108.994;173.5;4706.27;67;30.2233;7.416
6713.95;177.584;284.475;6067.1;67;27.8107;11.343
4499.34;164.648;231.88;4675.03;109;29.2103;6.226
5272.74;195.466;256.632;6192.24;198;19.5094;17.781
2789.49;93.8699;123.103;3907.34;40;35.0412;2.909
959.51;35.3647;43.6535;1788.7;12;44.5204;1.144
3818.79;112.535;166.291;4826.69;120;31.2096;20.493
1744.47;52.2965;76.513;3314.38;58;39.0646;1.932
2445.19;90.4932;111.43;4239.5;47;36.2998;3.133
1414.69;63.6363;94.6398;3096.14;18;39.4005;2.475
4320.56;98.968;182.238;4270.92;66;31.877;20.057
1928.94;62.7325;81.7077;3407.97;36;37.8523;6.011
3382.9;112.295;136.687;4268.27;106;29.1375;17.619
2448.67;150.53;165.333;4667.1;53;30.6866;2.324
4533.15;179.649;259.391;4917.05;91;27.1316;3.187
1041.69;32.5753;46.543;1786.03;12;41.2001;1.703
3452.95;130.412;203.563;4035.72;89;34.1546;14.837
1575.46;47.458;74.0363;3095.15;16;41.6861;1.937
4679.34;172.864;228.888;4883.23;140;28.0985;3.816
8615.41;182.82;357.718;14641.85;128;27.7218;7.742
1347.86;46.9127;57.5169;1920.46;17;43.3073;2.284
2208.95;95.5685;107.677;3191.12;32;36.4987;10.372
1652.34;64.1218;86.9748;2844.85;23;40.32;12.17
2242.79;34.3671;74.3528;2591.95;35;43.1413;6.848
1620.04;98.4914;116.478;3841.34;49;34.7713;2.994
3685.89;110.448;160.139;3750.11;141;35.6808;15.781
6951.27;210.766;298.195;5334.03;220;24.3519;19.865
5540.56;216.958;258.969;5463.52;287;23.8273;1.54
2683.74;97.8183;126.019;4324.71;43;33.2669;3.249
2419.91;96.0006;88.9036;4060.7;16;34.1799;5.994
3205.86;146.398;156.151;4146.58;134;32.3779;2.845
4292.05;157.057;217.908;5221.17;12;30.8532;16.227
1744.35;76.5403;94.2778;3488.63;47;37.7538;9.195
3499.94;141.138;165.523;4133.44;123;32.97;18.534
2072.22;73.1136;106.432;3901.59;82;37.0563;10.807
5818.17;204.363;317.316;6022.71;237;21.1134;4.753
1489.74;62.4237;89.5373;3098.6;16;39.3508;2.295
5680.47;315.901;411.178;6228.15;127;19.8262;1.137
2693.42;75.0831;104.406;3425.13;30;35.6342;14.461
2645.31;117.211;175.199;3877.36;57;33.3082;1.322
1453.23;46.5199;71.9107;3106.66;16;40.3177;1.977
1336.47;51.8119;71.2598;2859.28;59;40.3002;1.419
2990.97;70.934;121.584;3221.91;86;38.4492;15.932
2148.35;66.5126;96.0983;3508.32;22;37.0579;2.641
4373.79;99.7345;142.559;3679.3;38;31.7276;14.15
1080.62;30.2149;49.7492;2069.23;42;44.5321;5.026
2110.42;65.8625;96.3825;3112.81;39;38.7661;13.276
1220.66;43.6176;73.0589;2557.9;10;42.3443;9.669
1814.78;56.9772;87.5365;3575.67;19;37.8771;8.886
2108.28;76.9909;99.3322;3671.56;39;36.4394;11.282
856.14;45.3572;53.7983;2558.56;20;40.7701;3.562
2762.39;54.9725;121.966;2736.67;59;39.7414;9.916
3787.5;180.199;226.591;4623.78;176;28.8721;1.932
2805.99;156.669;165.25;4770.92;32;29.1981;2.429
3210.35;108.529;169.267;3704.7;125;35.9557;20.756
3858.01;199.354;269.497;5562.41;82;23.5669;1.263
3704.43;164.024;213.588;4981.15;206;28.0365;2.135
1208.51;34.2434;50.1688;1388.67;32;44.4616;11.139
2203.08;66.1031;101.856;3259.7;83;39.7102;14.795
1471.87;57.6883;73.6151;2595.35;23;39.9695;12.812
2291.85;56.6733;76.4425;2684.6;27;40.7067;4.073
4706.29;156.934;233.425;4647.62;127;29.7105;13.729
3413.84;138.239;213.019;3663.47;119;34.3951;16.203
6585.35;214.824;303.205;6567.95;256;19.5961;17.128
1491.55;49.7675;66.6813;2060.42;2;41.9873;4.357
2072.62;61.2659;102.872;3647.63;67;39.1159;9.254
2389.13;105.715;149.426;3994.22;34;29.2653;1.705
1722.51;60.3458;96.6734;3127.69;16;38.8733;2.204
4444.38;139.197;214.044;5068.35;95;26.7631;18.392
3408.32;154.972;183.174;4782.51;44;28.3457;1.956
3731.49;67.552;132.183;3865.72;52;34.9595;16.222
1050.16;62.9196;82.5171;3196.76;55;38.4338;5.095
3483.03;75.41;131.252;3829.99;23;35.3965;15.993
